Class,Precision,Recall,F1-Score,Support
0.0,0.8761057819374699,0.8776066406067496,0.8768555690411727,64211.0
1.0,0.03185955786736021,0.03537906137184116,0.03352719808416011,1385.0
2.0,0.3094192288921425,0.3016749143509707,0.30549800028911483,10508.0
macro avg,0.4057948562323242,0.4048868721098538,0.4052935891381492,76104.0
weighted avg,0.7824967295915037,0.7827578051087984,0.7826182736792721,76104.0
