Class,Precision,Recall,F1-Score,Support
0.0,0.8625144565738625,0.9548896834939026,0.9063544406980621,64043.0
1.0,0.0379746835443038,0.002191380569758948,0.004143646408839779,1369.0
2.0,0.41030646105797386,0.19659558548447437,0.26582358520392035,10692.0
macro avg,0.4369318670587134,0.384558883182712,0.39210722410360743,76104.0
weighted avg,0.7841506013581925,0.8312178072111847,0.8001355496499528,76104.0
