Class,Precision,Recall,F1-Score,Support
0.0,0.8620748083195662,0.9534317170297494,0.9054547072432817,64035.0
1.0,0.0410958904109589,0.0021231422505307855,0.004037685060565276,1413.0
2.0,0.4042226487523992,0.19763513513513514,0.26547333921593347,10656.0
macro avg,0.43579778249430806,0.38439666480513845,0.3916552438399268,76104.0
weighted avg,0.7827239749421802,0.8299432355723746,0.7991088685220108,76104.0
