Class,Precision,Recall,F1-Score,Support
0.0,0.8625891047471976,0.9741669261912177,0.9149889942740974,64220.0
1.0,0.0,0.0,0.0,1403.0
2.0,0.50125803746156,0.171071462646694,0.25508607198748046,10481.0
macro avg,0.45461571406958584,0.3817461296126372,0.3900250220871926,76104.0
weighted avg,0.7969247056330764,0.8456060128245558,0.807239439882047,76104.0
